PUMFID,TBC_05A,TBC_05BR,TBC_10AR,TBC_10BR,TBC_15,TBC_20R,TBC_25QR,TBC_30AR,TBC_30BR,TBC_30CR,TBC_30DR,TBC_30ER,TBC_30FR,TBC_30GR,TBC_35,TBC_40,TBC_41A,TBC_41BR,TBC_45AR,TBC_45B,TBC_45F,TBC_45GR,TBC_50R,OTP_05AR,OTP_05BR,OTP_05CR,OTP_05DR,OTP_05ER,VAP_05AR,VAP_05BR,VAP_10R,VAP_15AR,VAP_15BR,VAP_15CR,VAP_20R,VAP_21R,VAP_30R,VAP_35R,VAP_40A,VAP_40BR,VAP_40HR,VAP_41A,VAP_41BR,VAP_41IR,VAP_45R,VAP_60,CAN_05A,CAN_05BR,CAN_10A,CAN_10BR,CAN_15AR,CAN_15BR,CAN_17R,CAN_20A,CAN_20BR,CAN_25AR,CAN_25BR,CAN_30AR,CAN_30BR,CAN_30CR,CAN_30G,IU_05R,ALC_05,ALC_10R,GENDER,AGEGROUP,PROV_C,ED_05R,INDFLGR,PGDVFLR,SORFLGR,LTC_10R,GEN_01,GEN_05,DV_SS,DV_SSB,DV_VC30,DV_VC30B,DV_VP30R,DVCAN30B,DVVP30BR,FIRSTTRR,CIGWAVR,DV_ALC30,DV_CAN30,WTPP,VERDATE
65251,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,48,3,2,2,2,1,2,3,3,4,2,3,2,3,3,6,96,2,2,1843.6269,11SEP2023
65252,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,5,2,7,24,1,2,2,2,2,2,1,3,4,2,3,2,3,3,6,96,1,2,5524.1883,11SEP2023
65253,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,6,1,6,0,0,3,1,2,4,2,1,2,2,1,2,1,1,1,4,4,96,6,96,2,2,96,6,6,6,6,6,6,1,1,1,2,6,35,2,2,2,2,2,3,4,2,3,2,3,1,3,1,1,96,1,2,5895.9141,11SEP2023
65254,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,2,35,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,2,2,1726.3318,11SEP2023
65255,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,6,1,1,35,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,2,2,1444.5921,11SEP2023
65256,1,2,2,5,1,6,96,2,2,2,1,2,1,1,1,6,6,6,6,6,6,6,6,3,9,9,9,9,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,3,6,2,5,48,3,2,2,2,2,2,2,1,2,2,3,2,3,3,1,2,1,2,3368.822,11SEP2023
65257,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,24,2,2,2,2,2,2,1,3,4,2,3,2,3,3,6,96,2,2,3845.9787,11SEP2023
65258,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,46,9,9,9,9,2,3,4,3,4,2,3,2,3,3,6,96,2,2,423.7026,11SEP2023
65259,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,4,35,3,2,2,2,2,3,4,3,4,2,3,2,3,3,1,96,2,2,8298.8181,11SEP2023
65260,1,2,2,1,2,6,96,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,6,0,0,3,2,2,3,1,2,2,1,2,2,2,1,1,2,3,1,2,96,2,1,4,2,1,2,1,2,2,2,1,1,2,2,35,9,9,9,9,2,3,5,1,2,1,2,1,2,1,3,1,1,1,1764.8287,11SEP2023
65261,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,1,1,3,3,6,1,2,2,2,2,3,6,2,2,59,9,9,9,9,2,1,2,3,4,2,3,2,3,3,2,96,1,2,869.122,11SEP2023
65262,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,4,0,0,2,2,5,3,1,2,2,1,2,2,1,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,1,1,46,9,9,9,9,1,3,5,3,4,2,3,1,3,1,2,96,1,2,423.5261,11SEP2023
65263,1,6,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,9,9,9,9,9,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,3,2,5,2,7,59,3,2,2,2,2,2,2,3,4,2,3,2,3,3,3,96,1,2,1753.875,11SEP2023
65264,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,6,3,5,1,2,35,9,9,9,9,2,1,1,3,4,2,3,2,3,3,3,96,1,2,1799.3709,11SEP2023
65265,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,2,35,9,9,9,9,2,3,3,3,4,2,3,2,3,3,6,96,2,2,1789.2769,11SEP2023
65266,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,7,24,3,2,2,1,2,3,1,3,4,2,3,2,3,3,6,96,1,2,3619.6106,11SEP2023
65267,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,2,48,9,9,9,9,2,2,4,3,4,2,3,2,3,3,2,96,2,2,1137.9545,11SEP2023
65268,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,35,2,2,2,1,1,5,5,2,3,2,3,2,3,3,1,96,2,2,6033.666,11SEP2023
65269,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,7,48,1,2,2,2,2,3,3,2,3,2,3,2,3,3,1,96,2,2,4650.2379,11SEP2023
65270,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,35,9,9,9,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,1469.5973,11SEP2023
65271,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,6,2,3,1,3,24,3,2,1,2,2,2,2,3,4,2,3,2,3,3,3,96,1,2,9765.3245,11SEP2023
65272,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,1,2,4,96,6,96,2,1,3,2,1,1,2,2,2,2,3,4,2,2,12,9,9,9,9,2,1,2,3,4,1,2,2,3,3,2,96,1,2,621.9034,11SEP2023
65273,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,4,4,96,6,96,2,1,5,3,6,2,1,2,2,6,2,5,2,3,47,3,2,2,2,2,3,4,3,4,2,3,2,3,3,3,96,1,2,1902.3679,11SEP2023
65274,1,2,1,6,1,6,96,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,1,2,96,6,6,6,6,6,6,6,2,5,2,5,47,2,2,2,2,2,3,2,1,1,2,3,2,3,3,1,1,1,2,2142.8705,11SEP2023
65275,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,48,9,9,9,9,1,1,2,3,4,2,3,2,3,3,6,96,2,2,614.0667,11SEP2023
65276,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,48,3,2,2,2,2,2,5,3,4,2,3,2,3,3,6,96,2,2,1843.6269,11SEP2023
65277,1,2,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,3,6,1,5,10,3,2,2,2,2,3,3,3,4,2,3,2,3,3,1,96,1,2,600.0526,11SEP2023
65278,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,1,5,1,7,35,3,2,2,2,2,2,2,3,4,2,3,2,3,3,6,96,1,2,5459.8628,11SEP2023
65279,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,9,9,9,9,9,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,1,35,9,9,9,9,2,1,2,3,4,2,3,2,3,3,6,96,1,2,1372.2064,11SEP2023
65280,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,7,10,1,2,2,2,2,1,1,3,4,2,3,2,3,3,6,96,1,2,599.2107,11SEP2023
65281,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,48,9,9,9,9,2,2,1,3,4,2,3,2,3,3,6,96,2,2,948.1075,11SEP2023
65282,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,1,2,46,9,9,9,9,2,2,2,3,4,2,3,2,3,3,6,96,1,2,504.2885,11SEP2023
65283,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,2,1,0,0,1,1,2,5,2,2,1,2,2,1,1,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,4,2,1,13,9,9,9,9,9,3,4,3,4,2,3,1,3,2,2,96,2,2,517.5122,11SEP2023
65284,1,1,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,6,47,1,2,2,2,2,2,2,3,4,2,3,2,3,3,1,96,2,2,757.9541,11SEP2023
65285,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,3,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,2,1,3,3,6,2,2,2,1,3,2,4,1,2,35,9,9,9,9,2,2,2,3,4,2,3,2,3,3,3,96,1,2,1794.4803,11SEP2023
65286,1,2,1,6,1,6,96,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,4,4,4,4,4,1,6,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,1,2,2,1,6,59,2,2,1,2,2,1,1,1,1,2,3,2,3,3,1,2,1,2,2611.3476,11SEP2023
65287,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,2,2,0,0,1,1,10,3,1,2,2,1,2,2,2,2,1,2,2,3,1,2,1,1,3,3,6,1,2,2,2,2,3,4,1,1,47,9,9,9,9,1,3,4,3,4,2,3,1,2,2,2,96,1,1,314.6391,11SEP2023
65288,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,48,9,9,9,9,2,2,3,3,4,2,3,2,3,3,6,96,2,2,664.8166,11SEP2023
65289,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,24,9,9,9,9,2,3,3,3,4,2,3,2,3,3,6,96,2,2,685.7879,11SEP2023
65290,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,4,35,3,2,1,2,2,1,1,3,4,2,3,2,3,3,6,96,2,2,8408.915,11SEP2023
65291,1,1,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,11,1,2,2,2,1,4,3,2,3,2,3,2,3,3,1,96,2,2,102.5236,11SEP2023
65292,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,6,2,5,35,1,2,2,2,2,3,3,3,4,2,3,2,3,3,6,96,1,2,5645.9095,11SEP2023
65293,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,5,35,3,2,1,2,2,3,3,3,4,2,3,2,3,3,6,96,2,2,5645.9095,11SEP2023
65294,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,6,4,6,1,3,46,3,2,9,2,2,2,3,3,4,2,3,2,3,3,3,96,2,2,1599.3906,11SEP2023
65295,1,3,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,7,35,3,2,1,2,2,1,1,3,4,2,3,2,3,3,1,96,1,2,11570.1742,11SEP2023
65296,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,35,9,9,9,9,1,2,4,3,4,2,3,2,3,3,6,96,2,2,1681.2536,11SEP2023
65297,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,5,47,3,2,1,9,2,1,1,3,4,2,3,2,3,3,6,96,2,2,3022.6996,11SEP2023
65298,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,1,0,0,0,1,1,10,3,2,2,1,2,2,1,1,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,35,9,9,9,9,2,2,3,3,4,2,3,1,3,1,2,96,2,2,1381.2387,11SEP2023
65299,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,59,9,9,9,9,2,2,4,3,4,2,3,2,3,3,6,96,2,2,668.2754,11SEP2023
65300,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,3,10,3,2,2,2,2,2,1,3,4,2,3,2,3,3,6,96,2,2,1468.0498,11SEP2023
65301,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,59,9,9,9,9,2,3,1,3,4,2,3,2,3,3,6,96,2,2,679.6777,11SEP2023
65302,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,1,3,4,96,6,96,2,2,96,6,6,6,6,6,6,2,3,6,1,2,24,9,9,9,9,2,3,3,3,4,2,3,2,3,3,2,96,1,2,1014.718,11SEP2023
65303,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,4,47,2,2,2,2,2,1,1,3,4,2,3,2,3,3,3,96,1,2,2902.524,11SEP2023
65304,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,3,59,2,2,1,2,2,3,3,3,4,2,3,2,3,3,6,96,2,2,15496.8098,11SEP2023
65305,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,2,1,0,0,1,1,2,1,2,2,1,2,2,1,1,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,1,48,9,9,9,9,2,1,2,3,4,2,3,1,3,2,2,96,2,2,666.7225,11SEP2023
65306,1,1,1,6,1,6,96,3,4,4,3,3,3,3,1,6,6,6,6,6,6,6,6,3,3,4,3,4,1,1,2,2,0,1,3,2,9,5,2,2,1,2,2,1,2,5,1,2,2,5,1,3,1,1,3,2,5,2,2,1,2,1,1,1,1,1,11,9,9,9,9,2,1,1,1,1,1,2,1,2,2,2,3,1,1,110.8861,11SEP2023
65307,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,4,59,3,2,2,9,1,5,2,3,4,2,3,2,3,3,6,96,1,2,2941.7984,11SEP2023
65308,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,5,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,2,35,9,9,9,9,2,3,3,3,4,2,3,2,3,3,6,96,1,2,1734.9325,11SEP2023
65309,1,1,4,6,2,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,5,35,3,2,2,2,2,3,3,3,4,2,3,2,3,3,1,96,2,2,6279.616,11SEP2023
65310,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,9,9,9,9,9,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,1,7,13,1,2,2,2,2,3,3,3,4,2,3,2,3,3,6,96,1,2,945.7537,11SEP2023
65311,1,1,2,1,1,6,96,0,0,0,0,0,0,0,4,2,6,6,2,2,2,1,1,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,1,2,4,96,6,96,2,2,96,6,6,6,6,6,6,1,4,7,2,7,13,2,2,2,2,1,4,4,1,2,2,3,2,3,3,1,1,2,2,904.9883,11SEP2023
65312,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,2,35,9,9,9,9,1,3,3,3,4,2,3,2,3,3,6,96,2,2,1779.6157,11SEP2023
65313,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,6,2,4,24,2,2,2,2,2,2,1,3,4,2,3,2,3,3,6,96,2,2,7880.1214,11SEP2023
65314,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,6,35,1,2,2,2,2,3,1,3,4,2,3,2,3,3,6,96,1,2,5425.2112,11SEP2023
65315,1,6,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,2,7,2,7,47,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,96,1,2,1557.4506,11SEP2023
65316,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,2,0,0,0,1,1,2,1,2,2,1,2,2,1,2,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,1,1,48,9,9,9,9,2,2,3,3,4,2,3,1,3,2,2,96,2,2,653.0116,11SEP2023
65317,1,2,4,6,1,3,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,4,1,4,3,1,2,96,1,2,96,6,6,6,6,6,6,1,3,6,1,4,24,2,2,2,2,2,1,3,2,3,2,3,2,2,3,1,96,1,1,7605.0566,11SEP2023
65318,1,2,1,6,1,6,96,2,0,1,1,1,1,1,3,2,6,6,2,2,1,1,2,4,4,4,4,4,1,6,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,5,4,96,6,96,1,1,7,1,6,1,2,2,2,1,3,6,2,5,46,2,1,2,2,1,4,4,1,1,1,1,2,3,3,1,1,1,2,780.8773,11SEP2023
65319,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,2,3,96,96,96,6,6,96,6,6,6,6,6,6,6,9,3,1,2,4,96,6,96,1,2,96,6,6,6,6,6,6,2,2,5,2,1,12,9,9,9,9,1,4,5,3,4,2,3,2,3,3,2,96,1,2,557.4811,11SEP2023
65320,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,2,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,3,7,2,2,24,9,9,9,9,2,2,4,3,4,2,3,2,3,3,6,96,1,2,915.2835,11SEP2023
65321,2,96,6,6,6,6,96,96,96,96,96,96,96,96,6,6,6,6,6,6,6,6,6,4,4,4,4,4,2,96,9,96,96,96,6,6,96,6,6,6,6,6,6,6,9,7,2,96,6,96,6,96,2,2,96,6,6,6,6,6,6,6,4,7,2,7,35,2,2,2,2,2,4,3,3,4,2,3,2,3,3,6,96,2,2,3605.5484,11SEP2023
